BlockStat;26;   0;   0;128;128;Depth;0
BlockStat;26;   0;   0;128;128;QT_Depth;0
BlockStat;26;   0;   0;128;128;BT_Depth;0
BlockStat;26;   0;   0;128;128;MT_Depth;0
BlockStat;26;   0;   0;128;128;ChromaQPAdj;0
BlockStat;26;   0;   0;128;128;QP;40
BlockStat;26;   0;   0;128;128;SplitSeries;0
BlockStat;26;   0;   0;128;128;SkipFlag;0
BlockStat;26;   0;   0;128;128;PredMode;0
BlockStat;26;   0;   0;128;128;MergeFlag;0
BlockStat;26;   0;   0;128;128;InterDir;1
BlockStat;26;   0;   0;128;128;AffineFlag;0
BlockStat;26;   0;   0;128;128;MVPIdxL0;1
BlockStat;26;   0;   0;128;128;RefIdxL0;0
BlockStat;26;   0;   0;128;128;MVDL0;   7;  -1
BlockStat;26;   0;   0;128;128;MVL0;   7;  -1
BlockStat;26;   0;   0;128;128;IMVMode;0
BlockStat;26;   0;   0;128;128;RootCbf;0
BlockStat;26; 128;   0;128;128;Depth;0
BlockStat;26; 128;   0;128;128;QT_Depth;0
BlockStat;26; 128;   0;128;128;BT_Depth;0
BlockStat;26; 128;   0;128;128;MT_Depth;0
BlockStat;26; 128;   0;128;128;ChromaQPAdj;0
BlockStat;26; 128;   0;128;128;QP;40
BlockStat;26; 128;   0;128;128;SplitSeries;0
BlockStat;26; 128;   0;128;128;SkipFlag;1
BlockStat;26; 128;   0;128;128;MMVDSkipFlag;0
BlockStat;26; 128;   0;128;128;PredMode;0
BlockStat;26; 128;   0;128;128;MergeIdx;0
BlockStat;26; 128;   0;128;128;MergeType;0
BlockStat;26; 128;   0;128;128;MMVDMergeFlag;0
BlockStat;26; 128;   0;128;128;AffineFlag;0
BlockStat;26; 128;   0;128;128;MVPIdxL0;255
BlockStat;26; 128;   0;128;128;RefIdxL0;0
BlockStat;26; 128;   0;128;128;MVDL0;   0;   0
BlockStat;26; 128;   0;128;128;MVL0;   7;  -1
BlockStat;26; 256;   0;128;128;Depth;0
BlockStat;26; 256;   0;128;128;QT_Depth;0
BlockStat;26; 256;   0;128;128;BT_Depth;0
BlockStat;26; 256;   0;128;128;MT_Depth;0
BlockStat;26; 256;   0;128;128;ChromaQPAdj;0
BlockStat;26; 256;   0;128;128;QP;40
BlockStat;26; 256;   0;128;128;SplitSeries;0
BlockStat;26; 256;   0;128;128;SkipFlag;0
BlockStat;26; 256;   0;128;128;PredMode;0
BlockStat;26; 256;   0;128;128;MergeFlag;0
BlockStat;26; 256;   0;128;128;InterDir;1
BlockStat;26; 256;   0;128;128;AffineFlag;0
BlockStat;26; 256;   0;128;128;MVPIdxL0;0
BlockStat;26; 256;   0;128;128;RefIdxL0;0
BlockStat;26; 256;   0;128;128;MVDL0;   0;  20
BlockStat;26; 256;   0;128;128;MVL0;   8;  20
BlockStat;26; 256;   0;128;128;IMVMode;1
BlockStat;26; 256;   0;128;128;RootCbf;0
BlockStat;26; 384;   0;128;128;Depth;0
BlockStat;26; 384;   0;128;128;QT_Depth;0
BlockStat;26; 384;   0;128;128;BT_Depth;0
BlockStat;26; 384;   0;128;128;MT_Depth;0
BlockStat;26; 384;   0;128;128;ChromaQPAdj;0
BlockStat;26; 384;   0;128;128;QP;40
BlockStat;26; 384;   0;128;128;SplitSeries;0
BlockStat;26; 384;   0;128;128;SkipFlag;0
BlockStat;26; 384;   0;128;128;PredMode;0
BlockStat;26; 384;   0;128;128;MergeFlag;0
BlockStat;26; 384;   0;128;128;InterDir;3
BlockStat;26; 384;   0;128;128;AffineFlag;0
BlockStat;26; 384;   0;128;128;MVPIdxL0;0
BlockStat;26; 384;   0;128;128;RefIdxL0;0
BlockStat;26; 384;   0;128;128;MVPIdxL1;0
BlockStat;26; 384;   0;128;128;RefIdxL1;0
BlockStat;26; 384;   0;128;128;MVDL0;   0;   0
BlockStat;26; 384;   0;128;128;MVL0;   8;  20
BlockStat;26; 384;   0;128;128;MVDL1;   0;   0
BlockStat;26; 384;   0;128;128;MVL1;  -6;   4
BlockStat;26; 384;   0;128;128;RootCbf;0
BlockStat;26; 512;   0;128;128;Depth;0
BlockStat;26; 512;   0;128;128;QT_Depth;0
BlockStat;26; 512;   0;128;128;BT_Depth;0
BlockStat;26; 512;   0;128;128;MT_Depth;0
BlockStat;26; 512;   0;128;128;ChromaQPAdj;0
BlockStat;26; 512;   0;128;128;QP;40
BlockStat;26; 512;   0;128;128;SplitSeries;0
BlockStat;26; 512;   0;128;128;SkipFlag;1
BlockStat;26; 512;   0;128;128;MMVDSkipFlag;0
BlockStat;26; 512;   0;128;128;PredMode;0
BlockStat;26; 512;   0;128;128;MergeIdx;18
BlockStat;26; 512;   0;128;128;MergeType;0
BlockStat;26; 512;   0;128;128;MMVDMergeFlag;1
BlockStat;26; 512;   0;128;128;MMVDMergeIdx;18
BlockStat;26; 512;   0;128;128;MVPIdxL0;255
BlockStat;26; 512;   0;128;128;RefIdxL0;0
BlockStat;26; 512;   0;128;128;MVPIdxL1;255
BlockStat;26; 512;   0;128;128;RefIdxL1;0
BlockStat;26; 512;   0;128;128;MVDL0;   0;   0
BlockStat;26; 512;   0;128;128;MVL0;   8;  36
BlockStat;26; 512;   0;128;128;MVDL1;   0;   0
BlockStat;26; 512;   0;128;128;MVL1;  -6; -12
BlockStat;26; 640;   0;128;128;Depth;0
BlockStat;26; 640;   0;128;128;QT_Depth;0
BlockStat;26; 640;   0;128;128;BT_Depth;0
BlockStat;26; 640;   0;128;128;MT_Depth;0
BlockStat;26; 640;   0;128;128;ChromaQPAdj;0
BlockStat;26; 640;   0;128;128;QP;40
BlockStat;26; 640;   0;128;128;SplitSeries;0
BlockStat;26; 640;   0;128;128;SkipFlag;1
BlockStat;26; 640;   0;128;128;MMVDSkipFlag;0
BlockStat;26; 640;   0;128;128;PredMode;0
BlockStat;26; 640;   0;128;128;MergeIdx;18
BlockStat;26; 640;   0;128;128;MergeType;0
BlockStat;26; 640;   0;128;128;MMVDMergeFlag;1
BlockStat;26; 640;   0;128;128;MMVDMergeIdx;18
BlockStat;26; 640;   0;128;128;MVPIdxL0;255
BlockStat;26; 640;   0;128;128;RefIdxL0;0
BlockStat;26; 640;   0;128;128;MVPIdxL1;255
BlockStat;26; 640;   0;128;128;RefIdxL1;0
BlockStat;26; 640;   0;128;128;MVDL0;   0;   0
BlockStat;26; 640;   0;128;128;MVL0;   8;  52
BlockStat;26; 640;   0;128;128;MVDL1;   0;   0
BlockStat;26; 640;   0;128;128;MVL1;  -6; -28
BlockStat;26; 768;   0;64;128;Depth;1
BlockStat;26; 768;   0;64;128;QT_Depth;0
BlockStat;26; 768;   0;64;128;BT_Depth;1
BlockStat;26; 768;   0;64;128;MT_Depth;1
BlockStat;26; 768;   0;64;128;ChromaQPAdj;0
BlockStat;26; 768;   0;64;128;QP;40
BlockStat;26; 768;   0;64;128;SplitSeries;3
BlockStat;26; 768;   0;64;128;SkipFlag;1
BlockStat;26; 768;   0;64;128;MMVDSkipFlag;0
BlockStat;26; 768;   0;64;128;PredMode;0
BlockStat;26; 768;   0;64;128;MergeIdx;22
BlockStat;26; 768;   0;64;128;MergeType;0
BlockStat;26; 768;   0;64;128;MMVDMergeFlag;1
BlockStat;26; 768;   0;64;128;MMVDMergeIdx;22
BlockStat;26; 768;   0;64;128;MVPIdxL0;255
BlockStat;26; 768;   0;64;128;RefIdxL0;0
BlockStat;26; 768;   0;64;128;MVPIdxL1;255
BlockStat;26; 768;   0;64;128;RefIdxL1;0
BlockStat;26; 768;   0;64;128;MVDL0;   0;   0
BlockStat;26; 768;   0;64;128;MVL0;   8;  84
BlockStat;26; 768;   0;64;128;MVDL1;   0;   0
BlockStat;26; 768;   0;64;128;MVL1;  -6; -60
BlockStat;26; 832;   0;64;32;Depth;3
BlockStat;26; 832;   0;64;32;QT_Depth;0
BlockStat;26; 832;   0;64;32;BT_Depth;3
BlockStat;26; 832;   0;64;32;MT_Depth;3
BlockStat;26; 832;   0;64;32;ChromaQPAdj;0
BlockStat;26; 832;   0;64;32;QP;40
BlockStat;26; 832;   0;64;32;SplitSeries;2115
BlockStat;26; 832;   0;64;32;SkipFlag;1
BlockStat;26; 832;   0;64;32;MMVDSkipFlag;0
BlockStat;26; 832;   0;64;32;PredMode;0
BlockStat;26; 832;   0;64;32;MergeIdx;0
BlockStat;26; 832;   0;64;32;MergeType;0
BlockStat;26; 832;   0;64;32;MMVDMergeFlag;0
BlockStat;26; 832;   0;64;32;AffineFlag;0
BlockStat;26; 832;   0;64;32;MVPIdxL0;255
BlockStat;26; 832;   0;64;32;RefIdxL0;0
BlockStat: POC 26 @( 832,   0) [64x32] TrianglePartitioning={   0,   0,  64,  32}
BlockStat: POC 26 @[(832, 0)--(896, 0)--(896, 32)--] TriangleMVL0={   8,  84}
BlockStat: POC 26 @[(832, 0)--(832, 32)--(896, 32)--] TriangleMVL0={  -5,   1}
BlockStat;26; 832;  32;64;32;Depth;3
BlockStat;26; 832;  32;64;32;QT_Depth;0
BlockStat;26; 832;  32;64;32;BT_Depth;3
BlockStat;26; 832;  32;64;32;MT_Depth;3
BlockStat;26; 832;  32;64;32;ChromaQPAdj;0
BlockStat;26; 832;  32;64;32;QP;40
BlockStat;26; 832;  32;64;32;SplitSeries;2115
BlockStat;26; 832;  32;64;32;SkipFlag;1
BlockStat;26; 832;  32;64;32;MMVDSkipFlag;0
