YUV,Resolution,BD-BRate,BD-PSNR_Y,Time_Difference
BQMall 832x480 0.153513729796 -0.006121943012153182 1.00044862918
BQSquare 416x240 0.214598275343 -0.009404963408102226 0.997657165527
BQTerrace 1920x1080 0.246873503052 -0.00420059211183067 0.999848169393
BasketballDrill 832x480 0.143067496781 -0.005886983419309638 0.99546917692
BasketballDrive 1920x1080 0.221012903008 -0.004853997282714196 0.997248048187
BasketballPass 416x240 0.148190756263 -0.007080322939753535 1.01128253645
BlowingBubbles 416x240 0.200743401344 -0.008183722338901314 0.989457934428
Cactus 1920x1080 0.141651390685 -0.0031244633808073775 1.00194521993
FourPeople 1280x720 0.0573388672149 -0.0018484788711722534 1.00103288934
Johnny 1280x720 0.0649330651883 -0.001423717117571796 1.0001739992
Kimono1 1920x1080 0.123107596016 -0.0037704636768218593 1.00277122421
ParkScene 1920x1080 0.120789372681 -0.003851210102340516 1.00486368273
PartyScene 832x480 0.199920558614 -0.009102916940102386 0.997356045801
PeopleOnStreet 2560x1600 0.159177476648 -0.007103560280067631 1.00502213184
RaceHorses 416x240 0.265770520254 -0.012029567474470957 1.00071280652
RaceHorses 832x480 0.231273686783 -0.008548975212441672 1.00211691876
SlideEditing 1280x720 0.134817355451 -0.020698019888120867 0.997265593919
Tennis 1920x1080 0.128308038603 -0.00390030397156584 1.00372123001
Traffic 2560x1600 0.139280089797 -0.004597178278323871 1.00089056281
