BasketballDrill_832x480_50,-34.714237136,1.75714077845329,0.122416713793,8.16881918339146
BasketballDrive_1920x1080_50,-37.2025375701,0.900732113701027,0.117016698407,8.54578887982178
BasketballPass_416x240_50,-29.2055785592,1.7084173506356,0.146390164293,6.83106002940539
BlowingBubbles_416x240_50,-23.9023305967,1.11856310871364,0.0948284750771,10.5453556981376
BQMall_832x480_60,-30.8647125099,1.54912864004553,0.122792021569,8.14385158923436
BQSquare_416x240_60,-32.953431014,1.89356762926941,0.158039473843,6.32753308830567
BQTerrace_1920x1080_60,-31.089103569,0.733560819078557,0.135786907566,7.36448025752368
Cactus_1920x1080_50,-36.1933806339,0.951821943200652,0.132891819112,7.52491768629647
Kimono1_1920x1080_24,-24.6473733399,0.897882313283247,0.128916178493,7.75697830706562
ParkScene_1920x1080_24,-28.0934991549,1.01372151384856,0.149690403014,6.68045499153659
PartyScene_832x480_50,-27.3175451438,1.50710408424486,0.119852027079,8.34362191755717
PeopleOnStreet_2560x1600_30_crop,-31.1656766846,1.6079278622982,0.111463798273,8.9715227319885
RaceHorses_416x240_30,-24.3506121631,1.36036727321886,0.108499465699,9.21663524845557
RaceHorsesC_832x480_30,-24.4572102783,1.09437254465982,0.102825956614,9.72517089001093
Traffic_2560x1600_30_crop,-33.7908035077,1.37368395373839,0.165244971045,6.05162138173438
,-29.9965354574067,1.29786612855931,0.12777700492514,8.01318745869768
