Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 14.19   1538.24  1538.24 2946151748     0.00     0.00  horz_scalar_product
 11.60   2796.62  1258.38 3881326592     0.00     0.00  vert_scalar_product
  4.60   3294.97   498.35 223109167     0.00     0.00  convolve_horiz
  4.57   3790.04   495.07 62271257816     0.00     0.00  half_btf
  4.08   4232.13   442.08 218291571     0.00     0.00  convolve_vert
  3.71   4634.22   402.09 33381309     0.00     0.00  av1_dist_wtd_convolve_2d_c
  3.67   5032.12   397.91 73056726896     0.00     0.00  clamp_value
  3.60   5422.46   390.34 430719312     0.00     0.00  variance
  3.29   5779.23   356.77 43804224304     0.00     0.00  half_btf
  2.33   6032.32   253.10 5465732460     0.00     0.00  av1_round_shift_array_c
  2.27   6278.84   246.52 21492588     0.00     0.00  av1_convolve_2d_sr_c
  2.09   6504.95   226.11 6827478340     0.00     0.00  clip_pixel
  1.99   6721.05   216.10 30339188     0.00     0.00  av1_dist_wtd_convolve_x_c
  1.87   6923.48   202.44 81552941     0.00     0.00  av1_optimize_txb_new
  1.60   7097.51   174.03 178787392     0.00     0.00  aom_comp_avg_upsampled_pred_c
  1.57   7267.77   170.26 312678658     0.00     0.00  sad
  1.49   7429.80   162.03 79675002     0.00     0.00  inv_txfm2d_add_c
  1.38   7579.21   149.41 120221820     0.00     0.00  fwd_txfm2d_c
  1.30   7719.97   140.75 1718689360     0.00     0.00  round_shift
  1.18   7847.92   127.95 70339056     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.13   7970.02   122.10 42282864     0.00     0.00  clamp64
  1.11   8090.61   120.59 2842134944     0.00     0.00  clamp_value
  1.02   8201.12   110.51 108978955     0.00     0.00  aom_comp_avg_pred_c
  1.02   8311.59   110.47   811758     0.00     0.00  av1_warp_affine_c
  0.84   8402.99    91.41 12615718     0.00     0.00  av1_convolve_x_sr_c
  0.75   8484.36    81.37 96102360     0.00     0.00  quantize_fp_helper_c
  0.70   8559.83    75.47 40356246     0.00     0.00  av1_dist_wtd_convolve_2d_copy_c
  0.68   8634.04    74.21 14465777     0.00     0.00  av1_dist_wtd_convolve_y_c
  0.66   8705.60    71.56 21720378     0.00     0.00  diffwtd_mask
  0.66   8777.03    71.44 104782752     0.00     0.00  aom_sse_c
  0.66   8848.13    71.10 31350573     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.64   8917.54    69.41 79675002     0.00     0.00  av1_inv_txfm_add_c
  0.61   8983.22    65.68 89320098     0.00     0.00  aom_comp_mask_pred_c
  0.57   9045.50    62.28 87658685     0.00     0.00  av1_txb_init_levels_c
  0.53   9102.59    57.09 576161028     0.00     0.00  av1_fdct16_new
  0.44   9150.45    47.86 3371483524     0.00     0.00  clamp
  0.44   9197.94    47.49 59594482     0.00     0.00  aom_subtract_block_c
  0.43   9245.03    47.09 1664794184     0.00     0.00  clamp_buf
  0.43   9292.06    47.03 66377680     0.00     0.00  av1_idct64_new
  0.42   9337.71    45.66 2805942144     0.00     0.00  clamp64
  0.41   9381.85    44.14 49239605     0.00     0.00  masked_sad
  0.40   9425.47    43.62 188545240     0.00     0.00  av1_fdct32_new
  0.39   9467.97    42.50 133064752     0.00     0.00  av1_idct32_new
  0.38   9508.79    40.82 310737656     0.00     0.00  av1_idct16_new
  0.37   9548.96    40.17 75114496     0.00     0.00  av1_fdct64_new
  0.35   9586.63    37.67 4785538880     0.00     0.00  clamp
  0.34   9622.98    36.36 198911528     0.00     0.00  av1_iadst16_new
  0.33   9658.60    35.62  7585304     0.00     0.00  diffwtd_mask_d16
  0.33   9694.00    35.40 18393840     0.00     0.00  aom_quantize_b_helper_c
  0.32   9729.03    35.03 46653457     0.00     0.00  aom_sum_squares_2d_i16_c
  0.32   9764.00    34.97 266869968     0.00     0.00  av1_fadst16_new
  0.30   9797.00    33.01 3175488768     0.00     0.00  clamp
  0.30   9829.55    32.55 3568551120     0.00     0.00  highbd_clip_pixel_add
  0.29   9861.20    31.65  6292975     0.00     0.00  av1_convolve_y_sr_c
  0.26   9889.58    28.38 21561707     0.00     0.00  obmc_sad
  0.24   9915.97    26.39 2842134944     0.00     0.00  clamp64
  0.24   9941.97    26.00 1349697689     0.00     0.00  get_nz_map_ctx
  0.23   9967.29    25.32 16088154572     0.00     0.00  clip_pixel
  0.22   9990.96    23.67  6867161     0.00     0.00  obmc_variance
  0.21  10013.84    22.88 25720229899     0.00     0.00  av1_range_check_buf
  0.21  10036.67    22.83 546043456     0.00     0.00  av1_fdct8_new
  0.20  10058.55    21.88 1890332032     0.00     0.00  round_shift
  0.20  10080.20    21.65 45105872     0.00     0.00  av1_wedge_sign_from_residuals_c
  0.20  10101.63    21.43        1    21.43    21.43  av1_rtcd
  0.20  10122.97    21.34 382843880     0.00     0.00  av1_fadst8_new
  0.19  10143.81    20.84 8835244548     0.00     0.00  cospi_arr
  0.18  10163.81    20.01 279692948     0.00     0.00  av1_iadst8_new
  0.18  10183.23    19.42 6490881524     0.00     0.00  clamp
  0.18  10202.54    19.31 3568551120     0.00     0.00  clip_pixel_highbd
  0.17  10220.62    18.08 20225428     0.00     0.00  av1_nn_predict_c
  0.16  10238.45    17.83 347882312     0.00     0.00  av1_idct8_new
  0.16  10256.03    17.58 13626687     0.00     0.00  aom_blend_a64_mask_c
  0.15  10272.35    16.32 4311984653     0.00     0.00  get_dqv
  0.14  10287.65    15.31 3568551120     0.00     0.00  clamp
  0.13  10301.40    13.75 18393840     0.00     0.00  av1_cost_coeffs_txb
  0.12  10314.95    13.55 12881917     0.00     0.00  aom_var_filter_block2d_bil_first_pass_c
  0.11  10327.32    12.37 28219548     0.00     0.00  av1_get_crc32c_value_c
  0.11  10339.39    12.07 1902526220     0.00     0.00  round_shift
  0.11  10351.14    11.75 12881917     0.00     0.00  aom_var_filter_block2d_bil_second_pass_c
  0.10  10362.22    11.08 39746055     0.00     0.00  search_txk_type
  0.09  10371.75     9.53 3938803936     0.00     0.00  round_shift
  0.08  10380.77     9.02  8508433     0.00     0.00  get_energy_distribution_finer
  0.08  10389.56     8.80 5965967472     0.00     0.00  get_padded_idx
  0.08  10397.80     8.24 79675002     0.00     0.00  av1_gen_inv_stage_range
  0.07  10405.91     8.12  8920828     0.00     0.00  av1_compute_cross_correlation_c
  0.07  10413.77     7.86 1687612496     0.00     0.00  clip_pixel
  0.07  10421.30     7.53 324843267     0.00     0.00  aom_upsampled_pred_c
  0.07  10428.50     7.20 1731603806     0.00     0.00  get_coeff_dist
  0.07  10435.60     7.10  8508433     0.00     0.00  av1_get_horver_correlation_full_c
  0.06  10442.43     6.83 1086428952     0.00     0.00  round_shift
