Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  8.22   1316.17  1316.17 2448159428     0.00     0.00  horz_scalar_product
  7.52   2519.66  1203.49 3880743472     0.00     0.00  vert_scalar_product
  6.91   3626.27  1106.61 92973142     0.00     0.00  av1_dist_wtd_convolve_2d_c
  5.05   4433.91   807.64 115942994232     0.00     0.00  half_btf
  4.31   5124.07   690.16 144437321488     0.00     0.00  clamp_value
  4.09   5778.24   654.17 88900449760     0.00     0.00  half_btf
  3.80   6386.00   607.76 205643884     0.00     0.00  av1_optimize_txb_new
  3.61   6963.10   577.10 46620702     0.00     0.00  av1_convolve_2d_sr_c
  2.93   7432.15   469.06 12301036020     0.00     0.00  av1_round_shift_array_c
  2.82   7883.43   451.27 616924278     0.00     0.00  variance
  2.78   8328.04   444.61 243722864     0.00     0.00  convolve_horiz
  2.67   8755.70   427.66 247825180     0.00     0.00  convolve_vert
  1.94   9066.68   310.98 180909797     0.00     0.00  inv_txfm2d_add_c
  1.71   9339.70   273.02 47817596     0.00     0.00  av1_dist_wtd_convolve_y_c
  1.68   9608.04   268.35 279693002     0.00     0.00  fwd_txfm2d_c
  1.64   9870.20   262.16  5691709     0.00     0.00  av1_warp_affine_c
  1.59  10124.93   254.73 2160493248     0.00     0.00  round_shift
  1.54  10371.89   246.96 497195191     0.00     0.00  sad
  1.47  10607.92   236.03 1476258624     0.00     0.00  clamp_value
  1.40  10831.62   223.70 150926380     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.32  11042.83   211.21 2703400720     0.00     0.00  clamp64
  1.32  11253.40   210.58 6328902900     0.00     0.00  clip_pixel
  1.03  11418.91   165.51 236645217     0.00     0.00  quantize_fp_helper_c
  0.99  11577.33   158.41 178742239     0.00     0.00  aom_comp_avg_upsampled_pred_c
  0.97  11732.55   155.22 30013960     0.00     0.00  av1_dist_wtd_convolve_x_c
  0.92  11879.34   146.79 157293470     0.00     0.00  aom_comp_avg_pred_c
  0.84  12013.66   134.32 180909797     0.00     0.00  av1_inv_txfm_add_c
  0.83  12146.19   132.53 226572819     0.00     0.00  av1_txb_init_levels_c
  0.79  12272.52   126.34 22724460     0.00     0.00  av1_convolve_y_sr_c
  0.70  12384.63   112.11 193826736     0.00     0.00  aom_sse_c
  0.67  12492.24   107.61 2003624418     0.00     0.00  clamp
  0.67  12599.71   107.48 3850857168     0.00     0.00  clamp_buf
  0.64  12702.30   102.59 37301306     0.00     0.00  diffwtd_mask
  0.58  12795.33    93.03 58514756     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.54  12882.32    86.99 135506407     0.00     0.00  aom_comp_mask_pred_c
  0.53  12967.52    85.20 717160216     0.00     0.00  get_nz_map_ctx
  0.51  13049.40    81.88 124585392     0.00     0.00  av1_idct64_new
  0.50  13129.57    80.17 883756572     0.00     0.00  av1_fdct16_new
  0.50  13209.68    80.11 100081904     0.00     0.00  masked_sad
  0.48  13286.59    76.91 616283628     0.00     0.00  av1_fadst16_new
  0.47  13361.89    75.31 1609176720     0.00     0.00  clamp64
  0.46  13435.09    73.20 615849196     0.00     0.00  av1_idct16_new
  0.45  13507.54    72.45 451106584     0.00     0.00  av1_iadst16_new
  0.44  13577.46    69.92 2393402480     0.00     0.00  clamp
  0.42  13645.30    67.85 13804304     0.00     0.00  av1_convolve_x_sr_c
  0.41  13711.38    66.08 103435884     0.00     0.00  aom_subtract_block_c
  0.41  13776.95    65.57 4323247232     0.00     0.00  clamp
  0.40  13841.11    64.16 225979176     0.00     0.00  av1_idct32_new
  0.39  13903.16    62.05 45770526     0.00     0.00  av1_dist_wtd_convolve_2d_copy_c
  0.39  13965.15    62.00 5033096608     0.00     0.00  highbd_clip_pixel_add
  0.37  14024.78    59.63 125891568     0.00     0.00  av1_fdct64_new
  0.36  14082.83    58.05 1157542032     0.00     0.00  av1_fadst8_new
  0.36  14140.86    58.03 34372616     0.00     0.00  aom_quantize_b_helper_c
  0.32  14192.29    51.43 247246200     0.00     0.00  av1_fdct32_new
  0.31  14242.47    50.18 15061959608     0.00     0.00  clip_pixel
  0.31  14292.34    49.87 16654411     0.00     0.00  diffwtd_mask_d16
  0.30  14340.80    48.46 87381820     0.00     0.00  aom_sum_squares_2d_i16_c
  0.30  14388.86    48.06 10983402144     0.00     0.00  get_dqv
  0.30  14436.72    47.86 114911872     0.00     0.00  av1_wedge_sign_from_residuals_c
  0.29  14483.75    47.04 1476258624     0.00     0.00  clamp64
  0.29  14529.60    45.85 1237621224     0.00     0.00  av1_fdct8_new
  0.27  14573.32    43.72 718076736     0.00     0.00  av1_iadst8_new
  0.27  14616.87    43.55 54008450848     0.00     0.00  av1_range_check_buf
  0.25  14656.83    39.97 3764844768     0.00     0.00  round_shift
  0.25  14696.12    39.29 46865123     0.00     0.00  av1_nn_predict_c
  0.24  14735.14    39.02 38743427     0.00     0.00  obmc_sad
  0.24  14773.77    38.63 34372616     0.00     0.00  av1_cost_coeffs_txb
  0.23  14811.22    37.45 46401573     0.00     0.00  av1_compute_cross_correlation_c
  0.22  14847.12    35.90 780689316     0.00     0.00  av1_idct8_new
  0.21  14881.21    34.09 17109257220     0.00     0.00  cospi_arr
  0.21  14914.30    33.09 738129312     0.00     0.00  clip_pixel_highbd
  0.18  14942.36    28.06 3530796178     0.00     0.00  clamp
  0.17  14969.66    27.31 12778638624     0.00     0.00  get_padded_idx
  0.16  14995.99    26.33  9058669     0.00     0.00  obmc_variance
  0.16  15021.15    25.16 1325655456     0.00     0.00  round_shift
  0.15  15045.70    24.55 24050245     0.00     0.00  aom_blend_a64_mask_c
  0.15  15069.37    23.67 240300947     0.00     0.00  av1_get_txb_entropy_context
  0.14  15091.74    22.38 1292509456     0.00     0.00  round_shift
  0.13  15112.04    20.30 72923639     0.00     0.00  search_txk_type
  0.12  15131.45    19.41 21583164     0.00     0.00  aom_var_filter_block2d_bil_first_pass_c
  0.12  15150.69    19.24 738129312     0.00     0.00  clamp
  0.12  15169.90    19.21        1    19.21    19.21  av1_rtcd
  0.11  15187.98    18.08 50867940     0.00     0.00  av1_get_crc32c_value_c
  0.11  15205.73    17.76 1119020597     0.00     0.00  get_eob_cost
  0.11  15223.38    17.65 21583164     0.00     0.00  aom_var_filter_block2d_bil_second_pass_c
  0.11  15240.86    17.48 19762360     0.00     0.00  get_energy_distribution_finer
  0.10  15257.16    16.31 4010887380     0.00     0.00  round_shift
  0.09  15271.93    14.77 4000808580     0.00     0.00  get_coeff_dist
  0.09  15286.27    14.34 19762360     0.00     0.00  av1_get_horver_correlation_full_c
  0.08  15299.70    13.43 276758456     0.00     0.00  av1_fidentity16_c
  0.08  15312.70    13.00 19762360     0.00     0.00  sort_probability
  0.08  15325.46    12.77 575945124     0.00     0.00  av1_fidentity8_c
  0.08  15338.08    12.62 213085376     0.00     0.00  av1_iidentity16_c
  0.08  15350.30    12.22 4220967488     0.00     0.00  clip_pixel
  0.08  15362.41    12.11 279693002     0.00     0.00  av1_gen_fwd_stage_range
  0.07  15374.03    11.62 279693002     0.00     0.00  set_fwd_txfm_non_scale_range
  0.07  15385.45    11.42 180909797     0.00     0.00  av1_gen_inv_stage_range
  0.07  15396.56    11.12 344753116     0.00     0.00  model_rd_with_curvfit
  0.06  15406.33     9.77 1119043301     0.00     0.00  get_eob_pos_token
  0.06  15416.04     9.71 161238469     0.00     0.00  build_inter_predictors
  0.06  15425.59     9.55 271017833     0.00     0.00  av1_xform_quant
  0.06  15434.74     9.15 34621613     0.00     0.00  find_tx_size_rd_info
  0.05  15443.10     8.36 388134413     0.00     0.00  aom_upsampled_pred_c
  0.05  15451.17     8.07 388561232     0.00     0.00  av1_iidentity8_c
  0.05  15458.98     7.81  3174945     0.00     0.00  cdef_filter_block_c
  0.05  15466.60     7.62  7181992     0.00     0.00  av1_wedge_compute_delta_squares_c
  0.04  15473.77     7.17 28702716     0.00     0.00  av1_find_best_sub_pixel_tree
  0.04  15480.34     6.57 14363984     0.00     0.00  aom_sum_squares_i16_c
  0.04  15486.72     6.38 26721776     0.00     0.00  av1_get_nz_map_contexts_c
  0.04  15493.04     6.32 966923433     0.00     0.00  get_coeff_cost_general
  0.04  15499.32     6.28 14989218     0.00     0.00  av1_block_error_c
