Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 11.84   2229.71  2229.71 2792310448     0.00     0.00  horz_scalar_product
 10.49   4206.63  1976.91 2708764848     0.00     0.00  vert_scalar_product
  9.06   5913.45  1706.82 131226382     0.00     0.00  av1_dist_wtd_convolve_2d_c
  4.53   6766.45   853.01 67174823     0.00     0.00  av1_convolve_2d_sr_c
  4.05   7529.88   763.43 386645714     0.00     0.00  convolve_horiz
  3.78   8242.62   712.73 99767170472     0.00     0.00  half_btf
  3.75   8948.73   706.11 394520881     0.00     0.00  convolve_vert
  3.29   9567.86   619.13 184556072     0.00     0.00  av1_optimize_txb_new
  3.26  10182.04   614.19 767124763     0.00     0.00  variance
  3.22  10787.73   605.69 117752317104     0.00     0.00  clamp_value
  2.96  11345.93   558.20 73321076056     0.00     0.00  half_btf
  2.23  11766.49   420.56 11038534952     0.00     0.00  av1_round_shift_array_c
  1.98  12139.48   372.99 5501075296     0.00     0.00  clip_pixel
  1.49  12420.84   281.36 165963904     0.00     0.00  inv_txfm2d_add_c
  1.39  12683.07   262.23 254266993     0.00     0.00  fwd_txfm2d_c
  1.36  12938.95   255.88  5441543     0.00     0.00  av1_warp_affine_c
  1.30  13184.24   245.29 496637949     0.00     0.00  sad
  1.25  13418.97   234.73 261440592     0.00     0.00  aom_comp_avg_upsampled_pred_c
  1.21  13646.89   227.93 38030689     0.00     0.00  av1_dist_wtd_convolve_y_c
  1.21  13874.79   227.90 1818218368     0.00     0.00  round_shift
  1.15  14090.91   216.12 139536494     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.12  14301.74   210.84 2134652480     0.00     0.00  clamp_value
  0.97  14485.39   183.65 1788200112     0.00     0.00  clamp64
  0.87  14648.83   163.44 212792778     0.00     0.00  quantize_fp_helper_c
  0.81  14800.96   152.13 160248838     0.00     0.00  aom_comp_avg_pred_c
  0.73  14937.83   136.87 194540805     0.00     0.00  aom_comp_mask_pred_c
  0.69  15067.09   129.26 165963904     0.00     0.00  av1_inv_txfm_add_c
  0.65  15190.17   123.08 204126878     0.00     0.00  av1_txb_init_levels_c
  0.63  15307.98   117.81 20780043     0.00     0.00  av1_dist_wtd_convolve_x_c
  0.61  15423.36   115.38 190991390     0.00     0.00  aom_sse_c
  0.54  15524.84   101.48 3407173195     0.00     0.00  clamp
  0.52  15622.89    98.05 35074782     0.00     0.00  diffwtd_mask
  0.50  15716.32    93.43 17673871     0.00     0.00  av1_convolve_y_sr_c
  0.46  15802.56    86.24 217948870     0.00     0.00  get_nz_map_ctx
  0.46  15888.42    85.86 94478561     0.00     0.00  masked_sad
  0.41  15966.56    78.14 814433540     0.00     0.00  av1_fdct16_new
  0.41  16043.76    77.21 3423902380     0.00     0.00  clamp_buf
  0.40  16119.55    75.79 43030059     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.36  16186.82    67.27 2814880928     0.00     0.00  clamp64
