Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 12.68   2623.89  2623.89 1604816524     0.00     0.00  horz_scalar_product
 10.67   4831.52  2207.63 49794352     0.00     0.00  vert_scalar_product
  6.67   6212.56  1381.04 137289374     0.00     0.00  av1_dist_wtd_convolve_2d_c
  4.32   7106.01   893.45 534845102     0.00     0.00  convolve_horiz
  4.12   7958.39   852.38 97808273     0.00     0.00  av1_convolve_2d_sr_c
  3.77   8739.08   780.69 533614884     0.00     0.00  convolve_vert
  3.64   9491.78   752.70 109146093480     0.00     0.00  half_btf
  3.61  10238.12   746.34 289049614     0.00     0.00  av1_optimize_txb_new
  3.47  10956.56   718.44 103418416848     0.00     0.00  half_btf
  3.45  11669.59   713.02 157798389552     0.00     0.00  clamp_value
  3.41  12376.08   706.49 1099752585     0.00     0.00  variance
  2.30  12852.74   476.67 14343577924     0.00     0.00  av1_round_shift_array_c
  2.08  13282.15   429.41 1654610876     0.00     0.00  clip_pixel
  1.81  13656.85   374.70 291077492     0.00     0.00  inv_txfm2d_add_c
  1.71  14010.90   354.05 973428844     0.00     0.00  sad
  1.33  14285.65   274.75 304172928     0.00     0.00  quantize_fp_helper_c
  1.27  14549.03   263.38 341398090     0.00     0.00  fwd_txfm2d_c
  1.26  14810.17   261.15 320773312     0.00     0.00  round_shift
  1.26  15070.96   260.79 1524401024     0.00     0.00  clamp_value
  1.20  15318.60   247.64 185985354     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.13  15552.75   234.15 3179566896     0.00     0.00  clamp64
  1.11  15782.19   229.44 293912589     0.00     0.00  aom_comp_avg_upsampled_pred_c
  0.92  15973.15   190.96 286383301     0.00     0.00  aom_comp_mask_pred_c
  0.82  16142.92   169.77 291077492     0.00     0.00  av1_inv_txfm_add_c
  0.74  16295.89   152.97 191895356     0.00     0.00  aom_comp_avg_pred_c
  0.73  16446.04   150.15 311526722     0.00     0.00  av1_txb_init_levels_c
  0.65  16581.40   135.36 163611331     0.00     0.00  masked_sad
  0.62  16710.08   128.68 25815966     0.00     0.00  av1_dist_wtd_convolve_x_c
  0.54  16822.80   112.72 22781583     0.00     0.00  av1_dist_wtd_convolve_y_c
  0.51  16928.88   106.09 608290996     0.00     0.00  av1_iadst16_new
  0.48  17029.16   100.28 5318128084     0.00     0.00  clamp_buf
  0.47  17126.46    97.30 793604292     0.00     0.00  av1_idct16_new
  0.44  17218.24    91.79 204096929     0.00     0.00  aom_sse_c
  0.41  17302.30    84.06   622169     0.00     0.00  av1_warp_affine_c
  0.40  17384.16    81.86 629250300     0.00     0.00  av1_fadst16_new
  0.37  17461.32    77.16 33283506     0.00     0.00  aom_quantize_b_helper_c
  0.37  17538.36    77.04 831305856     0.00     0.00  av1_fdct16_new
  0.36  17613.85    75.49 4006701942     0.00     0.00  get_nz_map_ctx
  0.36  17688.86    75.01 46724507     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
