Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  9.34    844.84   844.84 2574940948     0.00     0.00  horz_scalar_product
  8.23   1589.71   744.87 1752903168     0.00     0.00  vert_scalar_product
  5.76   2110.61   520.90 74187131824     0.00     0.00  half_btf
  5.03   2566.04   455.43 95062315120     0.00     0.00  clamp_value
  4.47   2970.79   404.75 56481110080     0.00     0.00  half_btf
  3.23   3263.53   292.74 361799319     0.00     0.00  variance
  3.23   3555.72   292.20 24471684     0.00     0.00  av1_dist_wtd_convolve_2d_c
  3.19   3844.70   288.97 150833569     0.00     0.00  convolve_horiz
  3.04   4119.51   274.81 6575812156     0.00     0.00  av1_round_shift_array_c
  2.93   4384.27   264.76 146553419     0.00     0.00  convolve_vert
  2.32   4594.48   210.22 97958888     0.00     0.00  av1_optimize_txb_new
  2.26   4798.95   204.47 37233703     0.00     0.00  av1_dist_wtd_convolve_x_c
  1.91   4971.98   173.03 90153822     0.00     0.00  inv_txfm2d_add_c
  1.83   5137.55   165.57 14404384     0.00     0.00  av1_convolve_2d_sr_c
  1.81   5301.01   163.46 331250584     0.00     0.00  sad
  1.77   5461.02   160.01 142164312     0.00     0.00  fwd_txfm2d_c
  1.75   5619.09   158.07 3632421408     0.00     0.00  round_shift
  1.57   5760.75   141.66 573034608     0.00     0.00  clamp64
  1.56   5901.72   140.97 957337792     0.00     0.00  clamp_value
  1.55   6042.20   140.48 4327844116     0.00     0.00  clip_pixel
  1.38   6167.06   124.86 78689606     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.28   6283.04   115.98 133132743     0.00     0.00  aom_comp_avg_upsampled_pred_c
  1.16   6388.46   105.42 117549021     0.00     0.00  aom_comp_avg_pred_c
  1.11   6488.75   100.29   823768     0.00     0.00  av1_warp_affine_c
  1.00   6578.94    90.19 58625554     0.00     0.00  av1_dist_wtd_convolve_2d_copy_c
  0.97   6666.82    87.88 115228479     0.00     0.00  quantize_fp_helper_c
  0.97   6754.14    87.33 18561675     0.00     0.00  av1_dist_wtd_convolve_y_c
  0.93   6838.70    84.56 14235511     0.00     0.00  av1_convolve_x_sr_c
  0.90   6919.97    81.27 90153822     0.00     0.00  av1_inv_txfm_add_c
  0.80   6992.05    72.08 106343235     0.00     0.00  av1_txb_init_levels_c
  0.77   7062.05    70.00 116307272     0.00     0.00  aom_sse_c
  0.77   7131.69    69.64 24786515     0.00     0.00  diffwtd_mask
  0.64   7189.66    57.98 668076296     0.00     0.00  av1_fdct16_new
  0.63   7247.03    57.37 85029424     0.00     0.00  av1_idct64_new
  0.62   7303.07    56.04 24841195     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.59   7356.10    53.03 182719720     0.00     0.00  av1_idct32_new
  0.54   7405.27    49.17 423087320     0.00     0.00  av1_idct16_new
  0.53   7453.27    48.00 69799688     0.00     0.00  aom_subtract_block_c
  0.51   7499.16    45.89 1621408176     0.00     0.00  clamp64
  0.50   7544.40    45.24 3511657576     0.00     0.00  clamp
  0.49   7588.76    44.36 65534079     0.00     0.00  aom_comp_mask_pred_c
  0.49   7633.06    44.30 374262612     0.00     0.00  av1_fadst16_new
  0.48   7676.86    43.80 2017147256     0.00     0.00  clamp_buf
  0.48   7720.30    43.44 50679677     0.00     0.00  masked_sad
  0.46   7762.30    42.01 205185016     0.00     0.00  av1_fdct32_new
  0.45   7803.28    40.98 85219328     0.00     0.00  av1_fdct64_new
  0.44   7843.53    40.25 260218452     0.00     0.00  av1_iadst16_new
  0.42   7881.47    37.94 2314485824     0.00     0.00  clamp
  0.41   7918.12    36.66 3010656512     0.00     0.00  clamp
  0.40   7954.49    36.37 2626152544     0.00     0.00  highbd_clip_pixel_add
  0.40   7990.62    36.13  7772892     0.00     0.00  av1_convolve_y_sr_c
  0.39   8025.79    35.17 54986571     0.00     0.00  aom_sum_squares_2d_i16_c
  0.38   8060.55    34.76 20547449     0.00     0.00  aom_quantize_b_helper_c
