Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  9.94   2350.03  2350.03 1642634928     0.00     0.00  vert_scalar_product
  9.07   4494.94  2144.90 3743507904     0.00     0.00  horz_scalar_product
  8.07   6402.34  1907.41 172234676     0.00     0.00  av1_dist_wtd_convolve_2d_c
  4.61   7491.67  1089.33 154005052360     0.00     0.00  half_btf
  4.02   8441.44   949.77 88979180     0.00     0.00  av1_convolve_2d_sr_c
  3.94   9373.65   932.21 510353431     0.00     0.00  convolve_horiz
  3.91  10298.30   924.65 189252109264     0.00     0.00  clamp_value
  3.88  11216.38   918.08 124240977304     0.00     0.00  half_btf
  3.83  12122.47   906.09 333713801     0.00     0.00  av1_optimize_txb_new
  3.46  12940.92   818.45 510693325     0.00     0.00  convolve_vert
  3.26  13710.67   769.75 1058646051     0.00     0.00  variance
  2.79  14370.46   659.79 17982643180     0.00     0.00  av1_round_shift_array_c
  1.94  14828.71   458.25 288220708     0.00     0.00  inv_txfm2d_add_c
  1.85  15266.28   437.58 5386142832     0.00     0.00  clip_pixel
  1.61  15647.24   380.95 414590493     0.00     0.00  fwd_txfm2d_c
  1.40  15979.00   331.77 2397934224     0.00     0.00  round_shift
  1.37  16302.20   323.20 561144032     0.00     0.00  clamp_value
  1.27  16602.70   300.50 273548240     0.00     0.00  clamp64
  1.21  16889.67   286.97 368246133     0.00     0.00  quantize_fp_helper_c
  1.19  17170.44   280.77 641444741     0.00     0.00  sad
  1.12  17434.25   263.81 309134436     0.00     0.00  aom_comp_avg_upsampled_pred_c
  1.09  17692.16   257.91 183381672     0.00     0.00  av1_wedge_sse_from_residuals_c
  0.87  17897.68   205.52 288220708     0.00     0.00  av1_inv_txfm_add_c
  0.86  18100.95   203.27 350260773     0.00     0.00  av1_txb_init_levels_c
  0.80  18289.50   188.55 271620223     0.00     0.00  aom_comp_mask_pred_c
  0.79  18477.07   187.57 34310837     0.00     0.00  av1_dist_wtd_convolve_y_c
  0.73  18649.51   172.44 192222318     0.00     0.00  aom_comp_avg_pred_c
  0.67  18809.03   159.52 29472581     0.00     0.00  av1_dist_wtd_convolve_x_c
  0.65  18962.47   153.44 864715228     0.00     0.00  av1_iadst16_new
  0.60  19105.21   142.74 5866690776     0.00     0.00  clamp_buf
  0.57  19240.29   135.08 1031940264     0.00     0.00  av1_fadst16_new
  0.54  19368.83   128.54 143896480     0.00     0.00  masked_sad
  0.52  19491.57   122.74   914065     0.00     0.00  av1_warp_affine_c
  0.50  19610.94   119.37 943490736     0.00     0.00  av1_idct16_new
  0.50  19729.62   118.68 233007848     0.00     0.00  aom_sse_c
  0.47  19841.46   111.84 1173611772     0.00     0.00  av1_fdct16_new
  0.45  19947.84   106.38 1583717744     0.00     0.00  clamp64
  0.45  20053.12   105.28 1991266604     0.00     0.00  av1_fadst8_new
  0.42  20152.77    99.66 1731266560     0.00     0.00  clamp
  0.41  20249.22    96.45 37873344     0.00     0.00  diffwtd_mask
  0.36  20333.63    84.41 2428055664     0.00     0.00  highbd_clip_pixel_add
  0.34  20413.55    79.92 253395848     0.00     0.00  av1_idct32_new
  0.33  20491.62    78.07 4198625714     0.00     0.00  get_nz_map_ctx
  0.33  20569.26    77.64 16697313     0.00     0.00  av1_convolve_y_sr_c
  0.33  20646.38    77.12 46997734     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.32  20722.89    76.52 1294549376     0.00     0.00  av1_iadst8_new
  0.32  20798.23    75.34 4318973312     0.00     0.00  clamp
  0.30  20869.72    71.50 14694000     0.00     0.00  av1_convolve_x_sr_c
  0.29  20939.02    69.30 73821977     0.00     0.00  av1_nn_predict_c
