Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  8.69   1452.58  1452.58 4249707924     0.00     0.00  horz_scalar_product
  7.76   2748.57  1296.00 2052776080     0.00     0.00  vert_scalar_product
  6.76   3878.53  1129.95 93162860     0.00     0.00  av1_dist_wtd_convolve_2d_c
  4.78   4676.57   798.04 118471258776     0.00     0.00  half_btf
  4.75   5470.21   793.64 173972203472     0.00     0.00  clamp_value
  4.56   6231.84   761.63 110513693600     0.00     0.00  half_btf
  3.65   6842.37   610.54 63946262     0.00     0.00  av1_convolve_2d_sr_c
  3.60   7443.77   601.40 241444141     0.00     0.00  av1_optimize_txb_new
  3.09   7960.67   516.90 767699266     0.00     0.00  variance
  2.98   8458.12   497.45 298225161     0.00     0.00  convolve_horiz
  2.89   8941.64   483.52 13206709572     0.00     0.00  av1_round_shift_array_c
  2.76   9403.05   461.41 297188630     0.00     0.00  convolve_vert
  2.25   9779.54   376.49 876143474     0.00     0.00  sad
  2.19  10144.76   365.23 238508154     0.00     0.00  inv_txfm2d_add_c
  1.64  10417.95   273.19 2837634464     0.00     0.00  clamp_value
  1.62  10688.59   270.64 905228752     0.00     0.00  round_shift
  1.52  10941.75   253.17 2173511632     0.00     0.00  clamp64
  1.50  11192.29   250.54 293780943     0.00     0.00  fwd_txfm2d_c
  1.41  11428.63   236.34 6302484004     0.00     0.00  clip_pixel
  1.36  11655.37   226.74 170637304     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.29  11870.07   214.70 258395425     0.00     0.00  quantize_fp_helper_c
  1.13  12059.47   189.40 31601885     0.00     0.00  av1_dist_wtd_convolve_x_c
  0.98  12222.62   163.15 238508154     0.00     0.00  av1_inv_txfm_add_c
  0.96  12382.93   160.31 187245109     0.00     0.00  aom_comp_avg_upsampled_pred_c
  0.91  12535.50   152.57 175292142     0.00     0.00  aom_comp_avg_pred_c
  0.89  12684.69   149.19 25606688     0.00     0.00  av1_dist_wtd_convolve_y_c
  0.85  12826.02   141.33 259743628     0.00     0.00  av1_txb_init_levels_c
  0.72  12946.25   120.23 182592971     0.00     0.00  aom_comp_mask_pred_c
  0.72  13065.83   119.58 146643562     0.00     0.00  masked_sad
  0.67  13177.38   111.55 690585252     0.00     0.00  av1_iadst16_new
  0.59  13275.51    98.14 4786153772     0.00     0.00  clamp_buf
  0.57  13371.29    95.78 173021474     0.00     0.00  aom_sse_c
  0.57  13465.91    94.62 835473076     0.00     0.00  av1_idct16_new
  0.57  13560.35    94.44 19339890     0.00     0.00  av1_convolve_x_sr_c
  0.53  13648.76    88.41 724354012     0.00     0.00  av1_fadst16_new
  0.48  13729.10    80.35 43068106     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.47  13808.38    79.28 896540060     0.00     0.00  av1_fdct16_new
  0.47  13887.23    78.85 29274959     0.00     0.00  diffwtd_mask
  0.45  13963.00    75.77 113032992     0.00     0.00  av1_idct64_new
  0.44  14036.46    73.46 16324341     0.00     0.00  av1_convolve_y_sr_c
  0.44  14109.26    72.80 467614672     0.00     0.00  clamp
  0.43  14181.91    72.65 247152016     0.00     0.00  av1_idct32_new
  0.41  14250.89    68.98 5713784528     0.00     0.00  highbd_clip_pixel_add
  0.41  14318.92    68.03 2009851712     0.00     0.00  clamp
