Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  7.85   1565.32  1565.32 2804153244     0.00     0.00  horz_scalar_product
  6.99   2958.02  1392.71 3690528416     0.00     0.00  vert_scalar_product
  6.98   4349.85  1391.83 126588885     0.00     0.00  av1_dist_wtd_convolve_2d_c
  5.41   5429.17  1079.32 165887399648     0.00     0.00  half_btf
  4.89   6404.56   975.39 213085512416     0.00     0.00  clamp_value
  4.74   7348.91   944.35 137404134192     0.00     0.00  half_btf
  4.06   8158.78   809.87 325260853     0.00     0.00  av1_optimize_txb_new
  3.35   8825.76   666.98 60184959     0.00     0.00  av1_convolve_2d_sr_c
  3.20   9462.88   637.13 18129494240     0.00     0.00  av1_round_shift_array_c
  2.87  10035.36   572.48 821184522     0.00     0.00  variance
  2.72  10577.56   542.20 305969310     0.00     0.00  convolve_horiz
  2.52  11080.45   502.89 306016885     0.00     0.00  convolve_vert
  2.27  11533.61   453.16 281656716     0.00     0.00  inv_txfm2d_add_c
  1.81  11893.83   360.22 405993727     0.00     0.00  fwd_txfm2d_c
  1.75  12243.05   349.22 3651527040     0.00     0.00  round_shift
  1.69  12580.83   337.78 2107168512     0.00     0.00  clamp_value
  1.60  12900.28   319.45 2632114912     0.00     0.00  clamp64
  1.41  13181.26   280.98 639037070     0.00     0.00  sad
  1.31  13443.03   261.77 6494681660     0.00     0.00  clip_pixel
  1.31  13703.37   260.34 359546107     0.00     0.00  quantize_fp_helper_c
  1.29  13959.97   256.60 182666210     0.00     0.00  av1_wedge_sse_from_residuals_c
  1.26  14210.42   250.45 49151717     0.00     0.00  av1_dist_wtd_convolve_x_c
  1.10  14428.76   218.35 40685570     0.00     0.00  av1_dist_wtd_convolve_y_c
  1.02  14632.48   203.72 281656716     0.00     0.00  av1_inv_txfm_add_c
  0.95  14821.56   189.08 340938429     0.00     0.00  av1_txb_init_levels_c
  0.90  15001.91   180.35 203801875     0.00     0.00  aom_comp_avg_upsampled_pred_c
  0.85  15171.07   169.16 184221087     0.00     0.00  aom_comp_avg_pred_c
  0.77  15325.44   154.37 968971052     0.00     0.00  av1_iadst16_new
  0.69  15463.77   138.33 1116040260     0.00     0.00  av1_fadst16_new
  0.61  15585.42   121.66 223959545     0.00     0.00  aom_sse_c
  0.61  15706.54   121.12 5966755356     0.00     0.00  clamp_buf
  0.59  15824.03   117.49 185024497     0.00     0.00  aom_comp_mask_pred_c
  0.58  15939.86   115.83 1023427780     0.00     0.00  av1_idct16_new
  0.57  16053.42   113.56 23331236     0.00     0.00  av1_convolve_x_sr_c
  0.57  16166.87   113.45 141470577     0.00     0.00  masked_sad
  0.56  16278.00   111.14 1242885468     0.00     0.00  av1_fdct16_new
  0.55  16388.23   110.23   902252     0.00     0.00  av1_warp_affine_c
  0.51  16490.06   101.83 37857946     0.00     0.00  diffwtd_mask
  0.50  16589.00    98.94 2763807120     0.00     0.00  clamp64
  0.47  16683.02    94.02 3299720016     0.00     0.00  clamp
  0.46  16774.01    90.99 131475952     0.00     0.00  av1_idct64_new
  0.45  16863.96    89.95 19032266     0.00     0.00  av1_convolve_y_sr_c
  0.45  16953.56    89.60 1909442608     0.00     0.00  av1_fadst8_new
  0.44  17041.73    88.17 56931309     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.43  17127.37    85.64 5348551552     0.00     0.00  highbd_clip_pixel_add
  0.40  17206.20    78.83 281937584     0.00     0.00  av1_idct32_new
  0.37  17280.44    74.25 5813025856     0.00     0.00  clamp
  0.37  17353.97    73.53 13669756     0.00     0.00  get_nz_map_ctx
  0.34  17422.62    68.65 41367938     0.00     0.00  av1_dist_wtd_convolve_2d_copy_c
  0.34  17490.96    68.34 2107168512     0.00     0.00  clamp64
  0.34  17557.94    66.98 116133688     0.00     0.00  aom_subtract_block_c
  0.33  17624.17    66.23 1219384592     0.00     0.00  av1_iadst8_new
  0.32  17687.25    63.08 73340265     0.00     0.00  av1_nn_predict_c
  0.31  17749.44    62.19 36537961     0.00     0.00  aom_quantize_b_helper_c
  0.31  17811.47    62.03 7016236871     0.00     0.00  get_dqv
  0.31  17872.91    61.44 130036640     0.00     0.00  av1_fdct64_new
  0.30  17933.49    60.58 1761174100     0.00     0.00  av1_fdct8_new
  0.30  17993.63    60.14 83901298992     0.00     0.00  av1_range_check_buf
  0.29  18052.00    58.37 283859168     0.00     0.00  av1_fdct32_new
  0.29  18109.81    57.82 138770976     0.00     0.00  av1_wedge_sign_from_residuals_c
  0.29  18167.43    57.62 109806302     0.00     0.00  aom_sum_squares_2d_i16_c
  0.28  18222.75    55.32 20503642176     0.00     0.00  clip_pixel
  0.25  18273.07    50.32 1193478004     0.00     0.00  av1_idct8_new
  0.24  18321.65    48.58 351487640     0.00     0.00  clamp
  0.23  18368.26    46.61 1053584256     0.00     0.00  clip_pixel_highbd
  0.23  18414.45    46.19 25089608336     0.00     0.00  cospi_arr
  0.21  18455.96    41.51 50289945     0.00     0.00  obmc_sad
  0.20  18496.80    40.84 1841930048     0.00     0.00  round_shift
  0.18  18532.91    36.11 36537961     0.00     0.00  av1_cost_coeffs_txb
  0.17  18566.95    34.05 12707682966     0.00     0.00  get_padded_idx
  0.14  18595.74    28.79 11948437     0.00     0.00  obmc_variance
  0.14  18624.48    28.74 92625635     0.00     0.00  search_txk_type
  0.14  18653.06    28.58 4157225536     0.00     0.00  round_shift
  0.14  18681.27    28.21 2033362048     0.00     0.00  round_shift
  0.14  18709.23    27.97 1053584256     0.00     0.00  clamp
  0.14  18737.15    27.92 30819269     0.00     0.00  get_energy_distribution_finer
  0.13  18763.87    26.72 27003767     0.00     0.00  aom_blend_a64_mask_c
  0.13  18788.80    24.94 1611876675     0.00     0.00  get_eob_cost
  0.12  18813.54    24.74  8535182     0.00     0.00  diffwtd_mask_d16
  0.12  18837.86    24.32        1    24.32    24.32  av1_rtcd
  0.12  18861.14    23.28 30819269     0.00     0.00  av1_get_horver_correlation_full_c
  0.12  18884.07    22.93 5874969390     0.00     0.00  clamp
  0.11  18906.75    22.68 25984049     0.00     0.00  aom_var_filter_block2d_bil_first_pass_c
  0.11  18927.98    21.23 5946025386     0.00     0.00  get_coeff_dist
  0.11  18948.93    20.95 4503745972     0.00     0.00  round_shift
  0.10  18969.86    20.93 59134064     0.00     0.00  av1_get_crc32c_value_c
  0.10  18990.65    20.80 362093195     0.00     0.00  av1_get_txb_entropy_context
  0.10  19010.37    19.72 25984049     0.00     0.00  aom_var_filter_block2d_bil_second_pass_c
  0.10  19029.59    19.22 30819269     0.00     0.00  sort_probability
  0.10  19048.73    19.14 23535582     0.00     0.00  av1_compute_cross_correlation_c
  0.10  19067.85    19.13 281656716     0.00     0.00  av1_gen_inv_stage_range
  0.09  19086.40    18.55 405993727     0.00     0.00  av1_gen_fwd_stage_range
  0.08  19102.94    16.54 405993727     0.00     0.00  set_fwd_txfm_non_scale_range
  0.08  19118.83    15.89 694931412     0.00     0.00  av1_fidentity8_c
  0.08  19134.33    15.50 307660528     0.00     0.00  av1_fidentity16_c
  0.07  19149.16    14.84 41833711     0.00     0.00  find_tx_size_rd_info
  0.07  19163.51    14.35 396084068     0.00     0.00  av1_xform_quant
  0.06  19176.06    12.55 1611904681     0.00     0.00  get_eob_pos_token
  0.06  19188.36    12.31 406625755     0.00     0.00  model_rd_with_curvfit
  0.06  19200.54    12.18 232108972     0.00     0.00  av1_iidentity16_c
  0.06  19211.77    11.23 3725456400     0.00     0.00  clip_pixel
